type produit;numero AMM;nom produit;Composition;Revendication;Dénomination de classe;
MFSC;1230131;NECTAR INTENSE;Matière sèche (Min: 27.0 %, Max: 27.0 %)  | Carbone organique (CO) (Min: 3.0 %, Max: 3.0 %)  | pH (Min: 5.5 , Max: 5.5 )  | Oxyde de calcium (CaO) soluble eau (Min: 12.5 %, Max: 12.5 %) ;;Matière fertilisante;
MFSC;1230796;OCERYOS BETA;Matière sèche (Min: 52.0 %, Max: 52.0 %)  | Extraits végétaux (Min: 20.0 %, Max: 20.0 %)  | Bore (B) soluble dans l'eau (Min: 8.0 %, Max: 8.0 %)  | Molybdène (Mo) soluble dans l'eau (Min: 0.3 %, Max: 0.3 %)  | pH (Min: 8.0 , Max: 8.0 ) ;;Matière fertilisante;
MFSC;1210486;SYNCRO-ASSUR;Matière sèche  (Min: 13.5 %, Max: 13.5 %)  | Matière organique  (Min: 12.0 %, Max: 12.0 %)  | Carbone organique  (Min: 6.0 %, Max: 6.0 %)  | Azote (N) total  (Min: 1.6 %, Max: 1.6 %)  | Azote (N) organique  (Min: 0.9 %, Max: 0.9 %)  | Mannitol (Min: 0.7 g/L, Max: 0.7 g/L)  | Manganèse (Mn) soluble dans l'eau (Min: 0.3 %, Max: 0.3 %)  | Fer (Fe) soluble dans l'eau (Min: 0.4 %, Max: 0.4 %)  | pH (Min: 3.6 , Max: 3.6 )  | L-Acides aminés totaux (Min: 6.4 %, Max: 6.4 %) ;;Matière fertilisante;
MFSC;1210920;SYNCRO-FRUIT;Matière sèche  (Min: 17.0 %, Max: 17.0 %)  | Carbone organique  (Min: 6.0 %, Max: 6.0 %)  | Mannitol (Min: 0.7 g/L, Max: 0.7 g/L)  | Bore (B) soluble dans l'eau (Min: 0.5 %, Max: 0.5 %)  | Zinc (Zn) soluble dans l'eau (Min: 1.0 %, Max: 1.0 %)  | L-Acides aminés totaux (Min: 6.15 %, Max: 6.15 %)  | Acides aminés libres (Min: 2.0 %, Max: 2.0 %)  | pH (Min: 3.6 %, Max: 3.6 %) ;;Matière fertilisante;
MFSC;1210487;SYNCRO-NATURAL;Matière sèche  (Min: 13.5 %, Max: 13.5 %)  | Matière organique  (Min: 10.5 %, Max: 10.5 %)  | Carbone organique  (Min: 6.0 %, Max: 6.0 %)  | L-Acides aminés totaux (Min: 6.2 %, Max: 6.2 %)  | Azote (N) total  (Min: 1.6 %, Max: 1.6 %)  | Azote (N) organique  (Min: 1.0 %, Max: 1.0 %)  | Mannitol (Min: 0.7 g/L, Max: 0.7 g/L)  | pH (Min: 3.6 , Max: 3.6 ) ;;Matière fertilisante;
MFSC;1200766;HYDRAFIX;Matière sèche (Min: 43.5 %, Max: 43.5 %)  | lose (Carboxyméthyl cellulose, sel de potassium) (Min: 25.0 %, Max: 25.0 %)  | pH (Min: 7.0 , Max: 7.0 ) ;;Rétenteur d'eau;
MFSC;1220369;RED RAIZ NG;Rhizophagus irregularis souche DAOM 197198 (Min: 1000.0 spores/mL, Max: 1000.0 spores/mL) ;;Additif agronomique | Additif agronomique | Matière fertilisante;
MFSC;1210298;BEST-A;pH (Min: 6.6 , Max: 6.6 )  | Matiere seche (MS) (Min: 12.0 % MB, Max: 12.0 % MB)  | Matière organique (MO) (Min: 12.0 % MB, Max: 12.0 % MB)  | Phytostérols (Min: 2.5 % MB, Max: 2.5 % MB) ;Viscosité (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1230551;FERTIPHOSCAL;Anhydride phosphorique (P2O5) total  (Min: 13.5 % MB, Max: 13.5 % MB)  | Matière sèche  (Min: 62.0 % MB, Max: 62.0 % MB)  | Anhydride phosphorique (P2O5) soluble dans l'acide formique (Min: 13.0 % MB, Max: 13.0 % MB)  | Masse de produit passant au travers du tamis humide d'ouverture de maille de 0,160 mm (Min: 98.5 % MB, Max: 98.5 % MB) ;Oxyde de magnésium (MgO) (Min:  , Max:  )  | Oxyde de calcium (CaO) (Min:  , Max:  ) ;Engrais;
MFSC;1250220;FERTTYBYO;Azospirillum brasilense souche Sp7 (Min: 10000000 UFC/mL, Max: 10000000 UFC/mL) ;;Matière fertilisante;
MFSC;1250482;AMX N90;Matière sèche (Min: 56.0 %, Max: 56.0 %)  | Carbone organique (C) (Min: 24.5 %, Max: 24.5 %)  | Azote (N) organique (Min: 8.7 %, Max: 8.7 %)  | dont azote (N) organique soluble (Min: 8.7 %, Max: 8.7 %)  | Acides aminés libres d'origine animale (Min: 10.5 %, Max: 10.5 %)  | pH (Min: 5.5 , Max: 5.5 ) ;;Matière fertilisante;
MFSC;6230126;ASCO ENERGY LIQUIDE;Matière sèche (Min: 30.0 %, Max: 30.0 %)  | Mannitol (Min: 1.0 %, Max: 2.0 %)  | Alginates (Min: 2.0 %, Max: 5.0 %)  | Oxyde de potassium total (K2O) soluble dans l'eau (Min: 0.3 %, Max: 1.2 %)  | Extraits d'algues (A. Nodosum) (Min: 30.0 %, Max: 32.0 %)  | pH (Min: 8.5 , Max: 10.0 ) ;;Matière fertilisante | Additif agronomique;
MFSC;6230211;ASCO ENERGY;Matière sèche (Min: 94.0 %, Max: 94.0 %)  | Mannitol (Min: 5.0 %, Max: 7.0 %)  | Alginates (Min: 10.0 %, Max: 13.0 %)  | Oxyde de potassium total (K2O) soluble dans l'eau (Min: 1.0 %, Max: 4.0 %)  | Extraits d'algues (Ascophyllum nodosum) (Min: 95.0 %, Max: 100.0 %)  | pH (solution aqueuse 25%) (Min: 9.0 , Max: 10.0 ) ;;Matière fertilisante | Additif agronomique;
MFSC;1230900;PH PERFECT SENSI COCO GROW B;Matière sèche (Min: 15.3 %, Max: 15.3 %)  | Azote (N) total  (Min: 1.0 %, Max: 1.0 %)  | dont azote (N) nitrique (Min: 0.5 %, Max: 0.5 %)  | dont azote (N) uréique (Min: 0.5 %, Max: 0.5 %)  | Anhydride phosphorique (P2O5) soluble dans l'eau (Min: 2.0 %, Max: 2.0 %)  | Oxyde de potassium (K2O) soluble dans l'eau (Min: 4.0 %, Max: 4.0 %)  | Anhydride sulfurique (SO3) soluble dans l'eau (Min: 2.0 %, Max: 2.0 %)  | Acides fulviques (Min: 1.5 %, Max: 1.5 %)  | pH (Min: 6.0 , Max: 6.0 ) ;;Matière fertilisante;
MFSC;1190145;NUTRILIS;Trichoderma harzianum souche B97 (Min: 1000000.0 UFC/g, Max: 1000000.0 UFC/g)  | Phanerochaete chrysosporium B227 (Min: 100000.0 UFC/g, Max: 100000.0 UFC/g)  | Maltodextrine (Min: 98.9 %, Max: 98.9 %) ;;Préparation fongique;
MFSC;1200561;COREOS;Matière sèche (MS) (Min: 1.1 %, Max: 1.1 %)  | Matière organique (MO) (Min: 0.91 %, Max: 0.91 %)  | Acides aminés totaux (Min: 12.0 g/L, Max: 12.0 g/L)  | Extrait d'algues Ascophyllum nodosum (Min: 1.0 %, Max: 1.0 %)  | Extrait d'algue Chlorella vulgaris (Min: 14.3 %, Max: 14.3 %)  | pH (Min: 7.0 , Max: 7.0 ) ;Azote (N) total (Min:  , Max:  )  | Anhydride phosphorique (P2O5) total (Min:  , Max:  )  | Oxyde de potassium (K2O) total (Min:  , Max:  )  | Oxyde de calcium (CaO) total (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1000042;INTRACELL;Matière organique  (Min: 97.0 %, Max: 97.0 %)  | Azote (N) organique  (Min: 12.0 %, Max: 12.0 %)  | Glycine bétaïne (Min: 96.0 %, Max: 96.0 %) ;;Matière fertilisante;
MFSC;1180793;FERTI HUMI;Matière sèche (Min: 91.1 %, Max: 91.1 %)  | Extrait humique total (origine léonardite + lignosulfonate de sodium) (Min: 66.0 %, Max: 66.0 %)  | Acide humique (Min: 57.0 %, Max: 57.0 %)  | Acides fulviques (Min: 9.0 %, Max: 9.0 %)  | Oxyde de potassium (K2O)  (Min: 15.0 %, Max: 15.0 %)  | pH (Min: 9.8 , Max: 9.8 ) ;;Matière fertilisante | Additif agronomique;
MFSC;6240211;VERATERRA;Matière sèche (Min: 13.0 %, Max: 21.0 %)  | Matière organique (Min: 5.0 %, Max: 13.0 %)  | Extrait de lombricompost (Min: 60.0 %, Max: 70.0 %)  | Extraits végétaux totaux (Min: 16.0 %, Max: 24.0 %)  | pH (Min: 4.0 , Max: 6.0 ) ;;Matière fertilisante;
MFSC;1230393;HAIFASTIM ENERGY;Matière sèche (Min: 65.0 %, Max: 65.0 %)  | Matière organique totale (Min: 69.0 %, Max: 69.0 %)  | Azote (N) organique total (Min: 10.0 %, Max: 10.0 %)  | dont azote (N) organique soluble dans l'eau (Min: 10.0 %, Max: 10.0 %)  | Acides aminés et peptides totaux d'origine animale (Min: 46.0 %, Max: 46.0 %)  | Acides aminés libres d'origine animale (Min: 10.0 %, Max: 10.0 %)  | pH (10% en solution) (Min: 6.5 , Max: 6.5 ) ;;Matière fertilisante;
MFSC;1230469;HAIFASTIM BOOSTER;Carbone organique  (Min: 28.0 %, Max: 28.0 %)  | Azote (N) organique (Min: 9.0 %, Max: 9.0 %)  | Oxyde de magnésium (MgO) soluble dans l'eau (Min: 6.0 %, Max: 6.0 %)  | Anhydride sulfurique (SO3) soluble dans l'eau (Min: 17.0 %, Max: 17.0 %)  | Fer (Fe) soluble dans l'eau (Min: 3.0 %, Max: 3.0 %)  | Bore (B) soluble dans l'eau (Min: 1.0 %, Max: 1.0 %)  | Manganèse (Mn) soluble dans l'eau (Min: 0.01 %, Max: 0.01 %)  | Cuivre (Cu) soluble dans l'eau (Min: 0.0020 %, Max: 0.0020 %)  | Zinc (Zn) soluble dans l'eau (Min: 0.0020 %, Max: 0.0020 %)  | Molybdène (Mo) soluble dans l'eau (Min: 0.0010 %, Max: 0.0010 %)  | Acides aminés et peptides totaux d'origine animale (Min: 56.0 %, Max: 56.0 %)  | Acides aminés libres d'origine animale (Min: 10.0 %, Max: 10.0 %) ;;Matière fertilisante;
MFSC;1230395;HAIFASTIM HUMIK;Matière sèche (Min: 27.0 %, Max: 27.0 %)  | Matière organique totale (Min: 17.0 %, Max: 17.0 %)  | Substances humiques totales (Min: 17.0 %, Max: 17.0 %)  | dont acides humiques (Min: 11.0 %, Max: 11.0 %)  | dont acides fulviques (Min: 6.0 %, Max: 6.0 %)  | Oxyde de potassium (K2O) total (Min: 8.0 %, Max: 8.0 %)  | Azote (N) organique total (Min: 0.15 %, Max: 0.15 %)  | pH (10% en solution) (Min: 8.0 , Max: 8.0 ) ;;Matière fertilisante;
MFSC;1230396;HAIFASTIM HUMIK 21;Substances humiques totales (Min: 22.0 %, Max: 22.0 %)  | dont acides humiques (Min: 15.0 %, Max: 15.0 %)  | dont acides fulviques (Min: 7.0 %, Max: 7.0 %)  | Matière sèche (Min: 31.0 %, Max: 31.0 %)  | Matière organique totale (Min: 22.0 %, Max: 22.0 %)  | Oxyde de potassium (K2O) total (Min: 10.0 %, Max: 10.0 %)  | Azote (N) organique total (Min: 0.15 %, Max: 0.15 %)  | pH (10% en solution) (Min: 8.0 , Max: 8.0 ) ;;Matière fertilisante;
MFSC;1190289;ZEAMAX;;;Matière fertilisante;
MFSC;1240432;NEOFORCE SOIL;Matière sèche (Min: 58.0 %, Max: 58.0 %)  | Azote (N) total  (Min: 3.8 %, Max: 3.8 %)  | dont azote (N) organique (Min: 1.9 %, Max: 1.9 %)  | dont azote (N) ammoniacal (Min: 1.9 %, Max: 1.9 %)  | Acides aminés totaux (Min: 10.0 %, Max: 10.0 %)  | Acides aminés libres (Min: 6.0 %, Max: 6.0 %)  | pH (Min: 7.0 , Max: 7.0 ) ;;Matière fertilisante;
MFSC;1210482;FERTISPRING;Acide glutamique total  (Min: 7.0 %, Max: 7.0 %)  | Acide glutamique libre  (Min: 1.8 %, Max: 1.8 %)  | Matière sèche  (Min: 94.0 %, Max: 94.0 %)  | Azote (N) total (Min: 6.35 %, Max: 6.35 %)  | dont Azote (N) organique (Min: 6.35 %, Max: 6.35 %) ;Acides aminés totaux (Min:  , Max:  )  | Acides aminés libres (Min:  , Max:  )  | pH (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1200485;VIO-GREEN;Extraits ligno-cellulosiques SHB (Min: 3.0 %, Max: 3.0 %)  | Matière sèche (Min: 10.0 %, Max: 10.0 %)  | Carbone organique (C) (Min: 0.8 %, Max: 0.8 %)  | pH (Min: 14.0 , Max: 14.0 ) ;Oxyde de potassium (K2O) total dont oxyde de potassium (K2O) soluble dans l'eau (Min:  , Max:  ) ;Matière fertilisante | Additif agronomique;
MFSC;1200025;AGRHO S-BOOST ELX EU;Matière sèche (Min: 30.0 %, Max: 30.0 %)  | Hydroxypropyl guar hydroxypropyltrimonium chloride (Min: 25.0 %, Max: 25.0 %) ;;Matière fertilisante;
MFSC;1240975;INITIA BY APHEA.BIO;Penicillium bialowiezense souche F2F8 (Min: 2000000000 UFC/g, Max: 2000000000 UFC/g) ;;Matière fertilisante;
MFSC;1220817;UNIFERTILE;Matière sèche (Min: 69.0 %, Max: 69.0 %)  | Azote (N) total (Min: 6.0 %, Max: 6.0 %)  | Dont azote (N) uréique (Min: 6.0 %, Max: 6.0 %)  | Anhydre phosphorique (P2O5) soluble dans l'eau (Min: 6.0 %, Max: 6.0 %)  | Oxyde de potassium (K2O) soluble dans l'eau (Min: 10.0 %, Max: 10.0 %)  | Fer chélaté par EDTA soluble dans l'eau (Min: 0.05 %, Max: 0.05 %)  | Acide salicylique (Min: 8.0 %, Max: 8.0 %)  | pH (Min: 8.4 , Max: 8.4 ) ;;Matière fertilisante;
MFSC;1211007;TRIAMIN PLUS;Matière sèche  (Min: 43.0 %, Max: 43.0 %)  | Acides aminés libres (Min: 21.0 %, Max: 21.0 %)  | Azote (N) total  (Min: 3.5 %, Max: 3.5 %)  | dont Azote (N) organique (Min: 3.5 %, Max: 3.5 %)  | Bore (B) soluble dans l'eau (Min: 0.08 %, Max: 0.08 %)  | Cuivre (Cu) soluble dans l'eau (Min: 0.07 %, Max: 0.07 %)  | Fer (Fe) soluble dans l'eau (Min: 1.15 %, Max: 1.15 %)  | Manganèse (Mn) soluble dans l'eau (Min: 0.65 %, Max: 0.65 %)  | Molybdène (Mo) soluble dans l'eau (Min: 0.03 %, Max: 0.03 %)  | Zinc (Zn) soluble dans l'eau (Min: 0.18 %, Max: 0.18 %)  | pH (Min: 5.0 , Max: 5.0 ) ;;Matière fertilisante;
MFSC;1230399;HAIFASTIM VIGOR;Matière sèche (Min: 63.0 %, Max: 63.0 %)  | Matière organique totale (Min: 56.0 %, Max: 56.0 %)  | Azote (N) total  (Min: 8.5 %, Max: 8.5 %)  | dont azote (N) organique (Min: 8.5 %, Max: 8.5 %)  | Acides aminés et peptides totaux d'origine animale (Min: 52.0 %, Max: 52.0 %)  | Acides aminés libres d'origine animale (Min: 15.0 %, Max: 15.0 %)  | pH (10% en solution) (Min: 6.5 , Max: 6.5 ) ;;Matière fertilisante;
MFSC;1230945;LALVIGNE CICATRIX;Matière sèche (Min: 95.0 %, Max: 95.0 %)  | Azote (N) total  (Min: 6.0 %, Max: 6.0 %)  | dont azote (N) organique (Min: 6.0 %, Max: 6.0 %)  | Acides aminés libres (Min: 6.0 %, Max: 6.0 %)  | pH (Min: 6.5 , Max: 6.5 ) ;;Matière fertilisante;
MFSC;1230946;LALVIGNE RESILIENS;Matière sèche (Min: 95.0 %, Max: 95.0 %)  | Azote (N) total  (Min: 6.0 %, Max: 6.0 %)  | dont azote (N) organique (Min: 6.0 %, Max: 6.0 %)  | Acides aminés libres (Min: 6.0 %, Max: 6.0 %)  | pH (Min: 6.5 , Max: 6.5 ) ;;Matière fertilisante;
MFSC;1230768;TURN ON NG;Matière sèche (Min: 64.0 %, Max: 64.0 %)  | Oxyde de calcium (CaO) total soluble dans les acides minéraux (Min: 28.0 %, Max: 28.0 %)  | Oxyde de silicium (SiO2) total (Min: 2.0 %, Max: 2.0 %)  | Acide aminé (L-Proline) (Min: 0.6 %, Max: 0.6 %)  | pH (Min: 8.2 , Max: 8.2 ) ;;Matière fertilisante;
MFSC;1230637;AZINOV;Maltodextrine (Min: 98.0 %, Max: 98.0 %)  | Azospirillum brasilense (Min: 100000000 UFC/g, Max: 100000000 UFC/g) ;;Préparation bactérienne;
MFSC;1240383;DIMMER;Spiruline (Min: 92.0 %, Max: 92.0 %) ;;Matière fertilisante;
MFSC;1250117;GLOPPER;Matière sèche (Min: 40.0 %, Max: 40.0 %)  | Cuivre (Cu) soluble dans l'eau (Min: 5.5 %, Max: 5.5 %)  | dont cuivre (Cu) complexé par l'acide gluconique (Min: 5.5 %, Max: 5.5 %)  | pH (Min: 2.5 , Max: 2.5 ) ;;Matière fertilisante;
MFSC;1100009;AGRI-BIOTECH BIOREVEIL;;;Matière fertilisante;
MFSC;1240213;LABISINERGIC;Matière sèche (Min: 11.2 %, Max: 11.2 %)  | Zinc (Zn) soluble dans l'eau (Min: 2.0 %, Max: 2.0 %)  | Silicium (Si) soluble dans l'eau (Min: 0.6 %, Max: 0.6 %)  | Molybdène (Mo) soluble dans l'eau (Min: 0.03 %, Max: 0.03 %)  | Conductivité électrique (Min: 32.6 ms / cm, Max: 32.6 ms / cm)  | pH (Min: 1.0 , Max: 1.0 ) ;;Matière fertilisante;
MFSC;1150009;AGROPTIM SUNSET;Matière sèche (Min: 11.5 % MB, Max: 11.5 % MB)  | K2O total (Min: 3.5 % MB, Max: 3.5 % MB)  | MgO total (Min: 0.5 % MB, Max: 0.5 % MB)  | Na2O total (Min: 1.4 % MB, Max: 1.4 % MB)  | Bore (B) total (Min: 0.12 % MB, Max: 0.12 % MB)  | Cuivre (Cu) total (Min: 0.02 % MB, Max: 0.02 % MB) ;;Matière fertilisante;
MFSC;1150024;SCOR MGO;Oxyde de calcium (CaO) (Min: 40.0 % MB, Max: 40.0 % MB)  | Oxyde de magnésium (MgO) (Min: 10.0 % MB, Max: 10.0 % MB)  | Valeur neutralisante (Min: 58.0 , Max: 58.0 )  | Finesse de mouture (Min: 70.0 %, Max: 70.0 %)  | Matières sèche (Min: 83.0 % MB, Max: 83.0 % MB)  | pH (Min: 12.0 , Max: 12.0 ) ;SO3 (Min:  , Max:  ) ;Amendement minéral basique;
MFSC;1240416;BUD FACTOR X;Matière sèche (Min: 5.0 %, Max: 5.0 %)  | Oxyde de magnésium (MgO) soluble dans l'eau (Min: 0.8 %, Max: 0.8 %)  | Extrait de thym (Min: 0.6 %, Max: 0.6 %)  | pH (Min: 3.0 , Max: 3.0 ) ;;Matière fertilisante;
MFSC;1240412;NATURAMIN ZN;Matière sèche (Min: 32.0 %, Max: 32.0 %)  | Azote (N) total  (Min: 2.3 %, Max: 2.3 %)  | dont azote (N) organique (Min: 2.3 %, Max: 2.3 %)  | Zinc (Zn) soluble dans l'eau (Min: 5.0 %, Max: 5.0 %)  | dont zinc (Zn) complexé par les acides aminés (Min: 5.0 %, Max: 5.0 %)  | Acides aminés libres d'origine animale (Min: 14.0 %, Max: 14.0 %)  | pH (Min: 4.5 , Max: 4.5 ) ;;Matière fertilisante;
MFSC;1240051;UNIBLOOM;Matière sèche (Min: 37.0 %, Max: 37.0 %)  | Azote (N) total  (Min: 9.0 %, Max: 9.0 %)  | dont azote (N) uréique (Min: 9.0 %, Max: 9.0 %)  | Anhydride phosphorique (P2O5) soluble dans l'eau (Min: 6.0 %, Max: 6.0 %)  | Oxyde de potassium (K2O) soluble dans l'eau (Min: 9.0 %, Max: 9.0 %)  | Fer chélaté par EDTA soluble dans l'eau (Min: 0.05 %, Max: 0.05 %)  | Acide salicylique (Min: 8.0 %, Max: 8.0 %)  | pH (Min: 8.5 , Max: 8.5 ) ;;Matière fertilisante;
MFSC;1020002;INOCULUM LUPIN NPPL TOURBE;Bradyrhizobium lupini (Min: 0.0 10^9 germes/g, Max: 0.0 10^9 germes/g) ;;Préparation bactérienne;
MFSC;1220818;VITROSYM;Matière sèche  (Min: 50.6 %, Max: 50.6 %)  | Rhizophagus irregularis souche DAOM 197198 (Min: 850.0 spores/g, Max: 850.0 spores/g)  | Rhizophagus irregularis souche SYM5 (Min: 850.0 spores/g, Max: 850.0 spores/g)  | Rhizophagus irregularis souche SYM6 (Min: 850.0 spores/g, Max: 850.0 spores/g)  | Rhizophagus irregularis souche SYM10 (Min: 850.0 spores/g, Max: 850.0 spores/g) ;;Préparation fongique | Additif agronomique;
MFSC;1190707;AMYLIS;Bacillus amyloliquefaciens (Min: 1000000000 UFC/mL, Max: 1000000000 UFC/mL) ;;Matière fertilisante | Additif agronomique;
MFSC;1230475;NURSEED MAX;Matière sèche (Min: 1.8 %, Max: 1.8 %)  | Oligomère d'acide hydroxycinnamique (Min: 0.04 %, Max: 0.04 %)  | pH (Min: 5.5 , Max: 5.5 ) ;;Matière fertilisante;
MFSC;1240434;PROSTABLISH WT;Matière sèche (Min: 0.25 %, Max: 0.25 %)  | Lipo-chitooligosaccharide SP104 (Min: 0.000025 %, Max: 0.000025 %)  | pH (Min: 7.0 , Max: 7.0 ) ;;Matière fertilisante;
MFSC;1230212;BOROZINC NG;Matière sèche (Min: 54.0 %, Max: 54.0 %)  | Anhydre sulfurique (So3) soluble dans l'eau (Min: 4.0 %, Max: 4.0 %)  | Bore (B) soluble dans l'eau (Min: 3.4 %, Max: 3.4 %)  | Zinc (Zn) soluble dans l'eau (Min: 3.4 %, Max: 3.4 %)  | Carbone organique (CO) issus des sucres (Min: 12.0 %, Max: 12.0 %)  | pH (Min: 6.3 %, Max: 6.3 %) ;;Matière fertilisante;
MFSC;1210735;SALIX;Matière sèche  (Min: 0.43 %, Max: 0.43 %)  | Extrait d'osier (Min: 7.4 %, Max: 7.4 %)  | Dérivés salicylés (salicine et acide salicylique) (Min: 0.0047 %, Max: 0.0047 %)  | pH (Min: 3.7 , Max: 3.7 ) ;;Matière fertilisante;
MFSC;1210544;ARVENSE;Matière sèche  (Min: 1.17 %, Max: 1.17 %)  | Equisetum arvense (partie aérienne sèche) (Min: 6.0 %, Max: 6.0 %)  | Silice (Si) (Min: 0.05 %, Max: 0.05 %)  | PH (Min: 4.8 , Max: 4.8 ) ;;Matière fertilisante;
MFSC;1150023;MYKE PRO POMME DE TERRE L;Glomus intraradices souche Pont rouge (DAOM 181602) (Min: 10500.0 spores/mL, Max:  )  | Masse volumique (Min: 1.0 g/mL, Max: 1.0 g/mL) ;;Préparation fongique en suspension;
MFSC;1170609;BACTERIOLIS;Pseudomonas fulva (Min: 100000000 UFC/g, Max: 100000000 UFC/g)  | Maltodextrine (Min: 98.0 % MB, Max: 98.0 % MB) ;;Préparation bactérienne;
MFSC;1201084;BA1110;Bacillus amyloliquefaciens (Min: 100000000 UFC/g, Max: 100000000 UFC/g)  | Matière organique (Min: 97.0 %, Max: 97.0 %)  | Maltodextrine (Min: 98.0 %, Max: 98.0 %) ;;Préparation bactérienne | Additif agronomique;
MFSC;1160005;BIO-PERFORM;;;Matière fertilisante;
MFSC;1170610;PROMOTILIS;Azotobacter vinelandii (Min: 100000000 UFC/g, Max: 100000000 UFC/g)  | Maltodextrine (Min: 98.0 % MB, Max: 98.0 % MB) ;;Préparation bactérienne;
MFSC;1190518;RHIZOSEED;Maltodextrine (Min: 98.0 %, Max: 98.0 %)  | Sinorhizobium meliloti souche MSDJ0848 (RCR2011) (Min: 250000000 UFC/g, Max: 250000000 UFC/g) ;;Préparation bactérienne;
MFSC;1230478;ORGANOGEN 8-12-18;Matière sèche (Min: 90.0 %, Max: 90.0 %)  | Matière organique totale (Min: 8.0 %, Max: 8.0 %)  | Azote (N) total (Min: 8.0 %, Max: 8.0 %)  | dont Azote (N) ammoniacal (Min: 4.5 %, Max: 4.5 %)  | Dont azote (N) uréique (Min: 2.5 %, Max: 2.5 %)  | dont Azote (N) organique (Min: 1.0 %, Max: 1.0 %)  | Anhydre phosphorique (P2O5) total (Min: 12.0 %, Max: 12.0 %)  | dont Anhydre phosphorique (P2O5) soluble dans l'eau et citrate d'ammonium neutre (Min: 12.0 %, Max: 12.0 %)  | Oxyde de potassium (K2O) soluble dans l'eau (Min: 18.0 %, Max: 18.0 %)  | Oxyde de magnésium (MgO) soluble dans l'eau (Min: 2.0 , Max: 2.0 )  | Substances humiques totales (Min: 7.0 %, Max: 7.0 %)  | dont acides humiques (Min: 3.0 %, Max: 3.0 %)  | dont acides fulviques (Min: 4.0 %, Max: 4.0 %) ;;Matière fertilisante;
MFSC;1240142;DELSOL;Pseudomonas putida souche LMG S-32917 (Min: 10000000 UFC/g, Max: 10000000 UFC/g)  | Bacillus subtilis souche LMG 12379 (Min: 10000000 UFC/g, Max: 10000000 UFC/g)  | Trichoderma harzanium souche THM308 (Min: 10000000 UFC/g, Max: 10000000 UFC/g) ;;Préparation bactérienne et fongique;
MFSC;6250698;PIACTIV;Matière sèche (Min: 6.0 %, Max: 6.0 %)  | Biomasse bactérienne inactivée (Lactobacillus paracasei souche CNCM I-5643) (Min: 0.5 g/L, Max: 0.5 g/L)  | Acides organiques totaux (Min: 30.0 g/L, Max: 30.0 g/L)  | pH (Min: 3.75 , Max: 3.75 ) ;;Matière fertilisante | Additif agronomique | Additif agronomique;
MFSC;1190123;AGRADES;Trichoderma harzianum souche B97 (Min: 50000000 UFC/g, Max: 50000000 UFC/g)  | Maltodextrine (Min: 99.5 %, Max: 99.5 %) ;;Préparation fongique;
MFSC;1190795;TRICHODUO;Trichoderma harzianum souche B97 (Min: 1000000.0 UFC/g, Max: 1000000.0 UFC/g)  | Trichoderma asperellum (Min: 1000000.0 UFC/g, Max: 1000000.0 UFC/g)  | Maltodextrine (Min: 99.8 %, Max: 99.8 %) ;;Préparation fongique;
MFSC;1250453;SAF 2402 B;Oligomère d'acide hydroxycinnamique (Min: 0.015 %, Max: 0.015 %)  | pH (Min: 5.0 , Max: 5.0 )  | Matière sèche (Min: 22.5 %, Max: 22.5 %) ;;Matière fertilisante;
MFSC;1240723;ENCERA WG;Gluconacetobacter diazotrophicus souche AZ19 (Min: 500000000 UFC/g, Max: 500000000 UFC/g) ;;Matière fertilisante;
MFSC;9010045;AGRIFIX;;;Engrais solution pour apport au sol;
MFSC;1010009;FERTISORB;Capacité d'absorption par gramme d'eau distillée (Min: 300.0 mL, Max: 300.0 mL)  | Capacité d'absorption par gramme de solution de Nitrate de Calcium Ca(NO3)2 à 2 g/L (Min: 40.0 mL, Max: 40.0 mL) ;;Rétenteur d'eau;
MFSC;1140001;GREENACTIV;Glycine bétaïne (Min: 60.0 g/kg, Max: 60.0 g/kg) ;Activité cytokinique  (Min: 200.0 µg BAP/kg, Max: 200.0 µg BAP/kg)  | Entérocoques (Min: 1.0 germes/g, Max: 100.0 germes/g) ;Stimulateur de croissance des plantes;
MFSC;1120004;NOSYSORB;Capacité d'absorption d'une eau distillée (Min: 300.0 mL, Max: 300.0 mL)  | Capacité d'absorption par gramme de solution de Nitrate de Calcium Ca(NO3)2 à 2 g/L (Min: 40.0 mL, Max: 40.0 mL) ;;Rétenteur d'eau;
MFSC;1140002;NUTRACTIF;Glycine bétaïne (Min: 60.0 g/kg, Max: 60.0 g/kg)  | Activité cytokinique (Min: 200.0 µg BAP/kg, Max: 200.0 µg BAP/kg) ;;Stimulateur de croissance des plantes;
MFSC;1301002;OZOR;;;Matière fertilisante;
MFSC;1010010;POLYTER;Eau distillée (Min: 300.0 g/mL, Max: 300.0 g/mL)  | Solution Ca (NO3)2 (Min: 2.0 g/L, Max: 2.0 g/L)  | Granulométrie passant entre les tamis de 0.031et 1 mm (Min: 94.0 %, Max: 94.0 %) ;;Rétenteur d'eau;
MFSC;1240422;RHIZOSTIM;Rhizobium altiplani souche BioM275 (Min: 100000000 UFC/g, Max: 100000000 UFC/g)  | Maltodextrine  (Min: 98.0 %, Max: 98.0 %) ;;Matière fertilisante | Additif agronomique | Additif agronomique;
